Gold (grams),Monthly Income (PKR),Monthly Expenses (PKR),Marital Status,Employment Type,Region,Income (USD),Assets (USD),Liabilities (USD),Dependents,Net Worth (USD),Zakat Eligibility
14,49448,129758,Single,Unemployed,Urban,6304,59254,175160,1,-115906,1
116,347878,313506,Married,Salaried,Urban,1374,448927,103951,6,344976,0
25,53228,97785,Divorced,Unemployed,Urban,8749,205489,263050,7,-57561,1
102,461056,157774,Divorced,Salaried,Rural,3459,11057,59487,6,-48430,1
194,49882,332919,Single,Business,Rural,4738,182226,237811,3,-55585,1
80,69864,131666,Widowed,Business,Urban,9513,9564,56357,7,-46793,1
93,163288,285240,Single,Business,Urban,968,475559,259261,8,216298,0
60,482216,30585,Single,Unemployed,Urban,8167,101745,14017,2,87728,0
155,59883,232014,Single,Salaried,Urban,8158,212779,11040,1,201739,0
33,329932,323094,Single,Unemployed,Rural,208,432651,92216,9,340435,0
143,104879,300869,Divorced,Business,Urban,1286,229955,53768,4,176187,0
170,30849,250611,Divorced,Salaried,Rural,6768,80917,247015,3,-166098,1
138,325046,380770,Widowed,Unemployed,Urban,4026,59050,153097,7,-94047,1
151,451334,25532,Divorced,Salaried,Rural,3997,238956,271639,9,-32683,1
152,327220,300418,Married,Business,Rural,6813,62670,155446,5,-92776,1
76,343202,80677,Married,Freelancer,Urban,6713,452180,15681,5,436499,0
146,351246,397272,Single,Salaried,Rural,3473,101545,245230,2,-143685,1
33,486721,227348,Married,Business,Urban,5632,345468,193892,4,151576,0
117,5525,87805,Divorced,Freelancer,Urban,8170,447586,197334,4,250252,0
65,444171,395191,Single,Business,Rural,8214,93417,48989,6,44428,0
199,80377,262078,Married,Salaried,Urban,7335,253330,278453,6,-25123,1
132,123481,168641,Widowed,Unemployed,Urban,2083,68935,34739,7,34196,0
74,135721,286896,Divorced,Salaried,Rural,3524,188387,102318,4,86069,0
65,229624,398219,Single,Salaried,Rural,7430,485326,23894,4,461432,0
101,309975,149064,Single,Unemployed,Urban,2974,375154,237590,4,137564,0
181,26850,43675,Divorced,Business,Urban,1717,104067,265671,3,-161604,1
23,140589,169272,Divorced,Unemployed,Urban,5434,335000,204828,5,130172,0
75,293659,399650,Widowed,Freelancer,Rural,6121,268978,262725,9,6253,0
79,171911,278856,Married,Business,Rural,3314,43323,268296,6,-224973,1
178,429493,238771,Divorced,Business,Urban,2261,309412,144972,2,164440,0
151,349210,186974,Divorced,Salaried,Rural,6033,93209,36247,1,56962,0
177,233587,47687,Widowed,Freelancer,Rural,1515,390344,166132,2,224212,0
104,485918,334866,Divorced,Freelancer,Rural,4605,451627,78742,6,372885,0
181,32069,113056,Single,Salaried,Urban,1774,221494,153144,1,68350,0
16,483831,203136,Widowed,Unemployed,Rural,7165,275633,28239,1,247394,0
162,389712,290628,Divorced,Salaried,Rural,6187,142622,203245,5,-60623,1
29,450723,143290,Divorced,Salaried,Urban,6074,292549,255290,8,37259,0
174,170715,380882,Single,Business,Rural,1418,21373,72939,2,-51566,1
41,236247,31721,Single,Salaried,Urban,5710,335256,220580,3,114676,0
21,248020,389916,Widowed,Freelancer,Rural,950,43067,172093,4,-129026,1
30,151848,273645,Single,Business,Urban,8613,203909,187186,8,16723,0
50,381194,118580,Single,Freelancer,Urban,8471,431506,208064,6,223442,0
164,82518,28143,Single,Freelancer,Urban,4826,259972,174106,0,85866,0
87,79255,361547,Divorced,Salaried,Rural,2525,52420,278449,4,-226029,1
140,46086,34840,Divorced,Business,Rural,3668,326586,57783,4,268803,0
88,453797,45617,Married,Salaried,Rural,6638,325557,292568,7,32989,0
123,459552,310159,Divorced,Business,Rural,2371,13828,278927,4,-265099,1
158,166869,212001,Widowed,Unemployed,Rural,310,310192,140617,5,169575,0
99,362760,358159,Single,Unemployed,Urban,5987,289043,60614,2,228429,0
141,151976,152786,Divorced,Salaried,Rural,8764,461421,204106,3,257315,0
116,310308,194840,Divorced,Unemployed,Rural,7905,361711,97392,1,264319,0
38,62508,275825,Married,Unemployed,Urban,4245,118965,165949,5,-46984,1
91,487492,47670,Widowed,Freelancer,Urban,7317,83916,40931,8,42985,0
165,59279,295358,Widowed,Salaried,Urban,4634,444360,29627,6,414733,0
106,413320,371014,Single,Unemployed,Rural,3972,322939,135890,6,187049,0
74,474310,15109,Widowed,Freelancer,Rural,4720,135501,39024,4,96477,0
17,141919,102746,Divorced,Business,Rural,796,453004,231687,9,221317,0
38,441730,327338,Widowed,Salaried,Urban,1484,45166,67123,6,-21957,1
82,246265,399327,Married,Salaried,Urban,242,115680,180912,0,-65232,1
66,65096,192662,Widowed,Freelancer,Rural,2881,190255,248558,9,-58303,1
40,5685,312106,Divorced,Freelancer,Urban,8775,231126,129922,1,101204,0
45,411442,203694,Divorced,Freelancer,Urban,8782,460478,77820,6,382658,0
176,495103,339734,Widowed,Freelancer,Urban,6911,293969,143572,6,150397,0
154,470417,385041,Divorced,Business,Rural,7451,466001,248416,1,217585,0
121,245337,265104,Married,Business,Rural,9951,52906,158914,2,-106008,1
22,384604,309413,Widowed,Unemployed,Urban,769,79587,55380,2,24207,0
34,395409,30551,Widowed,Salaried,Rural,4051,209613,124967,9,84646,0
140,88005,378563,Widowed,Unemployed,Urban,689,167819,92447,2,75372,0
125,231389,262259,Divorced,Salaried,Rural,865,47910,241964,6,-194054,1
25,449338,183846,Divorced,Salaried,Rural,7708,364378,133312,4,231066,0
162,90548,123727,Widowed,Salaried,Urban,543,305464,44189,9,261275,0
168,497744,146061,Married,Unemployed,Rural,9261,142812,257228,0,-114416,1
133,33360,223114,Single,Salaried,Rural,9419,49350,108351,3,-59001,1
71,47599,15248,Single,Unemployed,Rural,7815,310734,165502,8,145232,0
51,203444,349628,Divorced,Salaried,Rural,2560,456658,73764,8,382894,0
52,76252,101691,Married,Freelancer,Urban,6797,12040,3020,7,9020,0
135,357953,183700,Divorced,Business,Urban,6105,305875,169601,6,136274,0
174,311270,273472,Widowed,Freelancer,Urban,1940,158063,121375,6,36688,0
79,311881,37422,Divorced,Unemployed,Urban,2096,20715,208111,5,-187396,1
92,415866,9706,Married,Salaried,Urban,7027,195580,56940,7,138640,0
63,132220,315231,Single,Business,Rural,6865,249277,103301,2,145976,0
33,496031,322540,Married,Freelancer,Urban,5698,130069,81778,9,48291,0
28,136296,81794,Married,Unemployed,Urban,6916,37667,216914,6,-179247,1
162,116562,301733,Divorced,Freelancer,Urban,9684,160991,270992,9,-110001,1
47,349000,136983,Married,Freelancer,Urban,6237,361602,238120,2,123482,0
115,492094,294231,Married,Business,Urban,3901,259184,199109,9,60075,0
192,203768,10940,Divorced,Freelancer,Rural,5287,221009,166589,0,54420,0
196,310842,158167,Married,Freelancer,Urban,6789,280335,23515,9,256820,0
194,5199,357783,Married,Salaried,Rural,1673,455042,21033,9,434009,0
102,116944,51960,Married,Salaried,Rural,6174,73675,162871,4,-89196,1
141,380572,201341,Single,Unemployed,Rural,8138,351447,299195,5,52252,0
173,219830,349086,Married,Business,Urban,9473,51641,210336,7,-158695,1
26,193309,175184,Married,Business,Rural,2423,31434,61921,8,-30487,1
173,200484,314194,Widowed,Salaried,Urban,8306,132246,243807,6,-111561,1
156,301231,333093,Married,Business,Urban,999,238071,59131,1,178940,0
0,318986,166917,Widowed,Business,Urban,2887,482592,89226,9,393366,0
81,184632,319015,Divorced,Unemployed,Rural,7806,349763,231877,5,117886,0
130,75936,50176,Divorced,Business,Urban,4101,474428,267043,1,207385,0
25,21081,216489,Widowed,Salaried,Urban,1590,384269,75413,0,308856,0
148,76803,200207,Divorced,Salaried,Urban,3531,428709,153110,8,275599,0
117,110226,61046,Divorced,Business,Urban,6035,402376,224010,3,178366,0
23,55269,156544,Single,Salaried,Urban,3469,382817,46968,1,335849,0
44,479200,155806,Widowed,Freelancer,Rural,1148,431341,13698,3,417643,0
115,384082,30492,Divorced,Business,Urban,3508,311911,230138,6,81773,0
156,208489,110248,Widowed,Business,Urban,6107,351156,254632,5,96524,0
17,217055,69025,Divorced,Unemployed,Rural,7328,276284,221770,3,54514,0
130,80567,344815,Widowed,Freelancer,Rural,2430,226464,214549,4,11915,0
178,282663,165721,Married,Freelancer,Rural,4071,61010,46129,8,14881,0
127,274186,48634,Widowed,Unemployed,Rural,7106,279908,179447,4,100461,0
110,461620,362956,Widowed,Business,Urban,3316,427202,105937,9,321265,0
127,36320,53470,Widowed,Unemployed,Rural,6816,59959,224861,7,-164902,1
113,373761,241500,Married,Salaried,Rural,7173,437948,87191,4,350757,0
145,417268,42977,Widowed,Business,Urban,3910,490852,257247,2,233605,0
164,258203,205403,Divorced,Unemployed,Rural,1847,382501,137611,8,244890,0
119,155775,42745,Divorced,Unemployed,Rural,7475,323098,259041,3,64057,0
190,170682,310728,Married,Freelancer,Urban,1733,20208,86035,8,-65827,1
107,35800,59818,Widowed,Unemployed,Rural,9307,483879,149607,0,334272,0
18,495515,353312,Divorced,Freelancer,Rural,650,153349,96356,8,56993,0
150,112985,247636,Widowed,Unemployed,Urban,9516,77535,157728,0,-80193,1
83,84736,64592,Single,Freelancer,Rural,847,147317,215209,7,-67892,1
182,315797,86348,Widowed,Business,Urban,1019,239407,28888,1,210519,0
23,90217,111562,Married,Freelancer,Rural,4989,461585,285173,3,176412,0
153,217815,337236,Widowed,Salaried,Urban,2804,456351,94189,5,362162,0
53,206759,29598,Divorced,Business,Rural,3855,53203,278934,2,-225731,1
98,129615,295683,Widowed,Business,Urban,412,360739,104575,9,256164,0
88,302129,379555,Married,Freelancer,Urban,3789,367950,44192,5,323758,0
160,50689,90218,Divorced,Salaried,Urban,1382,472214,217120,8,255094,0
56,74583,172817,Single,Salaried,Urban,5418,89074,268856,3,-179782,1
121,274222,3806,Single,Freelancer,Urban,1015,181261,115751,2,65510,0
112,248621,379007,Widowed,Business,Urban,5065,146260,113812,0,32448,0
136,51783,380156,Widowed,Unemployed,Rural,1000,256045,68161,2,187884,0
100,362379,267315,Single,Business,Rural,1788,406146,286385,6,119761,0
63,180330,86451,Married,Business,Rural,4076,96518,151524,3,-55006,1
84,369763,280502,Divorced,Business,Urban,8016,379664,17483,9,362181,0
58,255558,247121,Married,Freelancer,Rural,1521,373187,175761,8,197426,0
15,380018,290386,Married,Unemployed,Rural,2926,165177,225378,6,-60201,1
132,9924,126660,Married,Salaried,Urban,5073,435052,35128,2,399924,0
43,377201,146223,Single,Unemployed,Urban,3686,251057,293973,8,-42916,1
45,444117,330958,Single,Unemployed,Rural,685,408162,190813,6,217349,0
137,155404,210473,Divorced,Business,Rural,8992,173381,263246,3,-89865,1
76,257097,398854,Single,Unemployed,Rural,5772,242143,126111,4,116032,0
57,471476,200607,Divorced,Unemployed,Urban,7583,460514,7787,3,452727,0
69,460985,244382,Divorced,Salaried,Rural,8917,134189,244134,7,-109945,1
63,242698,285457,Single,Unemployed,Rural,2737,230586,82587,2,147999,0
69,360350,331174,Single,Unemployed,Rural,589,372501,122476,7,250025,0
126,322834,385662,Single,Business,Urban,6065,286663,76270,1,210393,0
59,140973,74317,Divorced,Business,Rural,3770,186842,67597,3,119245,0
24,459071,360320,Married,Freelancer,Urban,9007,398235,248946,4,149289,0
86,11050,138547,Divorced,Freelancer,Urban,2228,180353,80749,3,99604,0
10,315208,145478,Divorced,Freelancer,Rural,6736,123578,286567,1,-162989,1
92,302221,83820,Widowed,Unemployed,Rural,2566,298549,101319,3,197230,0
84,237773,73749,Widowed,Freelancer,Urban,4642,36929,94967,5,-58038,1
62,178735,52218,Married,Salaried,Urban,2907,142270,85630,3,56640,0
127,381793,28029,Divorced,Business,Urban,3870,181229,285616,1,-104387,1
153,306822,319382,Divorced,Business,Rural,9687,218010,100044,2,117966,0
40,235434,384956,Single,Freelancer,Rural,9916,390278,234022,7,156256,0
52,91412,251515,Widowed,Business,Urban,6177,228491,56122,1,172369,0
151,149920,278127,Single,Freelancer,Urban,7544,263,240493,4,-240230,1
80,485981,18640,Widowed,Unemployed,Urban,927,203400,113003,6,90397,0
199,143832,4354,Widowed,Unemployed,Rural,1629,17621,129237,3,-111616,1
93,140117,184162,Married,Business,Urban,8860,238225,35843,8,202382,0
134,16586,264720,Single,Salaried,Urban,449,396006,56908,2,339098,0
127,15819,159016,Widowed,Business,Urban,4554,4059,26881,7,-22822,1
72,120554,141616,Single,Unemployed,Rural,5999,71461,182150,6,-110689,1
82,413437,321899,Single,Salaried,Rural,7149,416637,25944,1,390693,0
191,310070,301522,Widowed,Business,Urban,2209,442145,140925,9,301220,0
199,389822,114324,Married,Business,Rural,2672,8645,29097,1,-20452,1
111,445027,190443,Married,Salaried,Urban,8481,14558,96651,6,-82093,1
45,302473,110263,Single,Unemployed,Urban,166,347642,242200,4,105442,0
50,374708,309408,Widowed,Business,Urban,9030,153870,287717,5,-133847,1
98,485943,129765,Widowed,Business,Urban,9741,154812,280770,2,-125958,1
198,497453,196924,Divorced,Freelancer,Urban,1828,114932,223930,4,-108998,1
133,246198,104181,Married,Unemployed,Rural,4062,198264,291355,3,-93091,1
29,347531,152695,Widowed,Salaried,Rural,8765,162544,233446,0,-70902,1
100,286275,150220,Married,Salaried,Rural,8385,44739,196526,9,-151787,1
143,105078,101404,Divorced,Freelancer,Rural,9943,119940,27722,1,92218,0
118,428984,167673,Divorced,Salaried,Urban,2568,440150,42107,7,398043,0
56,210899,311727,Single,Salaried,Rural,8605,95948,286984,9,-191036,1
192,101801,111972,Divorced,Business,Rural,9259,91964,32228,5,59736,0
105,194412,372595,Divorced,Salaried,Rural,4626,211705,80928,9,130777,0
60,345779,224201,Widowed,Freelancer,Urban,4177,433772,91582,8,342190,0
16,74352,190918,Widowed,Unemployed,Urban,970,154394,34934,9,119460,0
190,430821,292453,Divorced,Business,Urban,1497,223788,101498,6,122290,0
6,453340,246197,Widowed,Salaried,Urban,9346,221625,289067,1,-67442,1
162,462783,16578,Widowed,Freelancer,Urban,1793,314974,259506,0,55468,0
120,299875,182122,Single,Freelancer,Rural,509,222711,75300,8,147411,0
196,477361,237204,Widowed,Salaried,Rural,5597,402450,5416,1,397034,0
90,142009,38356,Single,Salaried,Rural,5597,38045,37017,8,1028,1
29,289868,198079,Widowed,Unemployed,Urban,8801,48102,271648,3,-223546,1
171,407657,11128,Single,Freelancer,Rural,6499,252637,96357,3,156280,0
105,172135,25378,Single,Unemployed,Urban,6350,449668,128926,8,320742,0
133,408290,123628,Married,Salaried,Urban,9072,386163,198762,8,187401,0
55,29130,388797,Single,Unemployed,Rural,4123,133949,34869,1,99080,0
135,197871,338660,Widowed,Salaried,Rural,1585,212298,37601,1,174697,0
124,384883,151030,Single,Unemployed,Urban,8484,382921,154727,1,228194,0
19,367025,380984,Divorced,Business,Rural,9880,173945,125174,8,48771,0
29,189050,54720,Single,Salaried,Rural,7179,498472,75622,2,422850,0
189,464819,319209,Single,Freelancer,Urban,4787,480757,172252,0,308505,0
76,385867,98923,Divorced,Freelancer,Rural,3192,357364,37459,1,319905,0
25,266731,294126,Widowed,Unemployed,Rural,8650,353870,100799,6,253071,0
65,122176,57762,Widowed,Salaried,Rural,3669,3668,257492,0,-253824,1
60,115627,279482,Widowed,Business,Rural,2000,422997,175912,5,247085,0
188,332080,234337,Single,Business,Rural,2602,201183,235258,5,-34075,1
44,493058,192953,Divorced,Unemployed,Urban,162,430233,268196,6,162037,0
45,350783,198003,Married,Business,Urban,1663,237132,86072,0,151060,0
23,386299,382485,Widowed,Salaried,Urban,8770,70084,31584,7,38500,0
76,15754,291504,Divorced,Freelancer,Urban,5729,285133,20931,7,264202,0
114,302329,237129,Divorced,Business,Rural,6477,317749,232035,1,85714,0
15,355775,331508,Widowed,Salaried,Urban,6111,260278,226772,8,33506,0
81,393535,116722,Married,Freelancer,Urban,6876,336451,221314,2,115137,0
143,156334,87485,Widowed,Unemployed,Rural,4365,209896,251799,5,-41903,1
65,485935,92068,Divorced,Business,Urban,6154,380135,186998,2,193137,0
128,321710,323114,Divorced,Business,Rural,3771,62087,252139,3,-190052,1
73,98082,159661,Married,Salaried,Rural,2637,476296,42759,6,433537,0
24,185843,204484,Divorced,Business,Urban,1031,375390,55702,2,319688,0
13,269258,382406,Widowed,Unemployed,Urban,1816,6530,292361,2,-285831,1
134,397035,75277,Widowed,Business,Rural,8617,215578,87409,0,128169,0
20,43628,269322,Married,Salaried,Urban,6879,220808,96921,5,123887,0
92,384485,394409,Widowed,Freelancer,Rural,3780,224220,244467,0,-20247,1
90,424136,16227,Widowed,Business,Urban,3935,72161,17704,1,54457,0
48,230225,277311,Widowed,Salaried,Rural,7128,352924,28746,0,324178,0
131,8586,238725,Married,Unemployed,Rural,2323,34926,239562,8,-204636,1
11,170246,374286,Married,Salaried,Rural,3667,37705,35432,4,2273,1
21,368237,311248,Single,Freelancer,Urban,4367,198476,173217,7,25259,0
103,299018,191576,Married,Unemployed,Urban,9871,87104,229721,8,-142617,1
161,385964,148600,Divorced,Business,Rural,3976,116391,138897,0,-22506,1
153,328425,156408,Single,Unemployed,Rural,5715,112717,194337,5,-81620,1
155,293755,383816,Divorced,Unemployed,Rural,2234,344799,258180,7,86619,0
146,331035,215084,Married,Freelancer,Urban,780,153039,146381,5,6658,0
158,30994,123273,Widowed,Business,Urban,8199,397111,293100,6,104011,0
13,63194,259563,Widowed,Salaried,Urban,576,155673,4375,2,151298,0
86,23138,336362,Single,Business,Rural,7019,420470,185938,7,234532,0
80,471583,198901,Divorced,Business,Urban,718,172064,261488,0,-89424,1
150,184397,345874,Single,Unemployed,Urban,654,206686,58564,5,148122,0
7,185288,86515,Single,Unemployed,Urban,8562,30407,195729,4,-165322,1
165,233472,319343,Widowed,Salaried,Rural,6297,349051,189557,7,159494,0
9,324826,155349,Married,Freelancer,Urban,4655,355992,204562,3,151430,0
29,157947,96384,Single,Unemployed,Urban,278,103776,44680,4,59096,0
6,403969,370704,Widowed,Business,Rural,3327,26333,205990,5,-179657,1
1,106705,269785,Divorced,Salaried,Urban,6598,89984,36248,5,53736,0
21,361331,296479,Single,Business,Rural,1414,368639,53148,6,315491,0
132,276519,46815,Single,Unemployed,Urban,9954,231168,261069,4,-29901,1
194,174661,280870,Married,Business,Urban,2423,325914,299177,8,26737,0
196,148286,270786,Married,Salaried,Rural,3429,200515,91539,5,108976,0
55,492919,6278,Married,Freelancer,Rural,4893,371492,74622,3,296870,0
19,385516,4308,Married,Freelancer,Urban,9095,223511,65320,0,158191,0
197,187849,267925,Married,Salaried,Rural,8898,6443,68615,2,-62172,1
67,113964,331064,Widowed,Unemployed,Rural,3677,43607,20751,8,22856,0
184,418453,8584,Single,Salaried,Urban,4339,422661,273260,2,149401,0
20,61365,111956,Widowed,Unemployed,Rural,5843,491046,26139,4,464907,0
16,199252,312438,Widowed,Business,Rural,343,465856,277959,0,187897,0
78,282809,95141,Married,Salaried,Urban,1528,604,293826,2,-293222,1
26,481988,316914,Single,Salaried,Rural,8478,392791,295149,5,97642,0
166,263429,345618,Married,Salaried,Rural,6491,1996,67017,8,-65021,1
82,143640,319046,Married,Salaried,Urban,3750,388443,192774,7,195669,0
194,158114,104064,Divorced,Salaried,Rural,6113,127246,7394,7,119852,0
110,286469,228886,Married,Salaried,Rural,8966,277183,44717,7,232466,0
114,148669,232080,Married,Business,Rural,1772,421150,192247,4,228903,0
112,274852,359411,Widowed,Business,Urban,6832,491477,119516,6,371961,0
197,361620,262342,Widowed,Business,Urban,7418,52171,224753,8,-172582,1
196,354616,358361,Single,Unemployed,Urban,8980,132752,287062,3,-154310,1
12,153504,218741,Single,Freelancer,Rural,5708,376345,5345,3,371000,0
112,284895,342983,Married,Freelancer,Urban,7119,134476,203744,1,-69268,1
97,80759,34638,Married,Business,Urban,4070,267560,210270,8,57290,0
49,344043,352472,Divorced,Salaried,Rural,7800,203692,53773,2,149919,0
137,425246,84021,Divorced,Freelancer,Urban,8398,95824,80056,4,15768,0
55,396449,307127,Widowed,Salaried,Rural,2832,167065,232137,4,-65072,1
103,64951,125911,Single,Business,Urban,8156,375090,19410,8,355680,0
